ord_value,organism_name,organism_category
"10,000 morganella morganii",morganella_morganii,other bacteria
100000 morganella morganii,morganella_morganii,other bacteria
"120,000 morganella morganii",morganella_morganii,other bacteria
"170,000 morganella morganii",morganella_morganii,other bacteria
"20,000 morganella morganii",morganella_morganii,other bacteria
"30,000 morganella morganii",morganella_morganii,other bacteria
"420,000 morganella morganii",morganella_morganii,other bacteria
"50,000 morganella morganii",morganella_morganii,other bacteria
"60,000 morganella morganii",morganella_morganii,other bacteria
"600,000 morganella morganii",morganella_morganii,other bacteria
"70,000 cgt morganella morganii strain 2",morganella_morganii,other bacteria
700 morganella morganii,morganella_morganii,other bacteria
"80,000 morganella morganii",morganella_morganii,other bacteria
morganella morganii,morganella_morganii,other bacteria
morganella morganii ssp morganii,morganella_morganii,other bacteria
morganella morganii strain 1,morganella_morganii,other bacteria
morganella morganii strain 2,morganella_morganii,other bacteria
morganella morganii previously identified,morganella_morganii,other bacteria
myroides odoratimimus,myroides_odoratimimus,other bacteria
myroides odoratimimus (previous flavobacterium sp),myroides_odoratimimus,other bacteria
myroides odoratus,myroides_odoratus,other bacteria
myroides species,myroides_sp,other bacteria
myroides species (formerly flavobacterium odoratum),myroides_sp,other bacteria
ochrobactrum anthropi,ochrobactrum_anthropi,other bacteria
ochrobactrum intermedium,ochrobactrum_intermedium,other bacteria
ochrobactrum species,ochrobactrum_sp,other bacteria
oligella ureolytica,oligella_ureolytica,other bacteria
oligella urethralis,oligella_urethralis,other bacteria
gram-negative cocci,other bacteria,other bacteria
multiple bacterial morphotypes,other bacteria,other bacteria
aerobic actinomycete,other bacteria,other bacteria
anaerobic gram negative cocci,other bacteria,other bacteria
anaerobic gram-negative cocci,other bacteria,other bacteria
ctx-m detected in broth by pcr,other bacteria,other bacteria
four or more strains of aerobic gram negative and gram positive organisms  present,other bacteria,other bacteria
four or more strains of aerobic gram negative and gram positive organisms present,other bacteria,other bacteria
four or more strains of aerobic gram negative organisms present,other bacteria,other bacteria
four or more strains of aerobic gram positive organisms present,other bacteria,other bacteria
gram negative cocci,other bacteria,other bacteria
gram variable bacilli,other bacteria,other bacteria
mixed aerobic bacteria,other bacteria,other bacteria
mixed bacteria,other bacteria,other bacteria
mixed gram-negative aerobic bacteria,other bacteria,other bacteria
mixed gram-positive aerobic bacteria,other bacteria,other bacteria
mixed gram-positive and gram-negative aerobic bacteria,other bacteria,other bacteria
paenibacillus polymyxa,paenibacillus_polymyxa,other bacteria
paenibacillus species,paenibacillus_sp,other bacteria
paenibacillus sp.,paenibacillus_sp,other bacteria
paenibacillus urinalis,paenibacillus_urinalis,other bacteria
pandoraea pnomenusa,pandoraea_pnomenusa,other bacteria
pandoraea sputorum probable previously identified,pandoraea_sputorum,other bacteria
pantoea (enterobacter) agglomerans,pantoea_agglomerans,other bacteria
pantoea (enterobacter) agglomerans strain 1,pantoea_agglomerans,other bacteria
pantoea (enterobacter) agglomerans strain 2,pantoea_agglomerans,other bacteria
pantoea agglomerans,pantoea_agglomerans,other bacteria
pantoea agglomerans (enterobacter),pantoea_agglomerans,other bacteria
pantoea calida/gaviniae,pantoea_calida,other bacteria
pantoea septica,pantoea_septica,other bacteria
"10,000 pantoea sp.",pantoea_sp,other bacteria
pantoea sp.,pantoea_sp,other bacteria
pantoea species,pantoea_sp,other bacteria
paracoccus yeei,paracoccus_yeei,other bacteria
pasteurella canis,pasteurella_canis,other bacteria
pasteurella dagmatis,pasteurella_dagmatis,other bacteria
pasteurella multocida,pasteurella_multocida,other bacteria
pasteurella species,pasteurella_sp,other bacteria
pasteurella stomatis,pasteurella_stomatis,other bacteria
pediococcus acidilactici,pediococcus_acidilactici,other bacteria
pediococcus acidilactici previously identified,pediococcus_acidilactici,other bacteria
pediococcus pentosaceus,pediococcus_pentosaceus,other bacteria
pediococcus species,pediococcus_sp,other bacteria
pediococcus sp.,pediococcus_sp,other bacteria
plesiomonas shigelloides,plesiomonas_shigelloides,other bacteria
pluralibacter gergoviae (formerly enterobacter gergoviae),pluralibacter_gergoviae,other bacteria
proteus hauseri,proteus_hauseri,other bacteria
pr. mirabilis probable,proteus_mirabilis,other bacteria
^proteus mirabilis no. 1,proteus_mirabilis,other bacteria
^proteus mirabilis x2,proteus_mirabilis,other bacteria
"10,000 cgt proteus mirabilis",proteus_mirabilis,other bacteria
"10,000 proteus mirabilis",proteus_mirabilis,other bacteria
10000 proteus mirabilis,proteus_mirabilis,other bacteria
"120,000 proteus mirabilis",proteus_mirabilis,other bacteria
"150,000 proteus mirabilis",proteus_mirabilis,other bacteria
160000 proteus mirabilis,proteus_mirabilis,other bacteria
"170,000 proteus mirabilis",proteus_mirabilis,other bacteria
"180,000 proteus mirabilis",proteus_mirabilis,other bacteria
"20,000 proteus mirabilis",proteus_mirabilis,other bacteria
"200,000 proteus mirabilis",proteus_mirabilis,other bacteria
"210,000 proteus mirabilis",proteus_mirabilis,other bacteria
"270,000 proteus mirabilis",proteus_mirabilis,other bacteria
"3,000 proteus mirabilis",proteus_mirabilis,other bacteria
"30,000 cgt proteus mirabilis",proteus_mirabilis,other bacteria
"30,000 proteus mirabilis",proteus_mirabilis,other bacteria
"300,000 proteus mirabilis",proteus_mirabilis,other bacteria
"40,000 proteus mirabilis",proteus_mirabilis,other bacteria
"400,000 proteus mirabilis",proteus_mirabilis,other bacteria
"420,000 proteus mirabilis",proteus_mirabilis,other bacteria
"50,000 proteus mirabilis",proteus_mirabilis,other bacteria
"60,000 proteus mirabilis",proteus_mirabilis,other bacteria
"760,000 proteus mirabilis",proteus_mirabilis,other bacteria
"80,000 proteus mirabilis",proteus_mirabilis,other bacteria
"870,000 proteus mirabilis",proteus_mirabilis,other bacteria
"90,000 proteus mirabilis",proteus_mirabilis,other bacteria
proteus mirabilis,proteus_mirabilis,other bacteria
proteus mirabilis  x2,proteus_mirabilis,other bacteria
proteus mirabilis - esbl-producing strain,proteus_mirabilis,other bacteria
proteus mirabilis strain 1,proteus_mirabilis,other bacteria
proteus mirabilis strain 2,proteus_mirabilis,other bacteria
proteus mirabilis confirmed,proteus_mirabilis,other bacteria
proteus mirabilis previously identified,proteus_mirabilis,other bacteria
proteus mirabilis probable,proteus_mirabilis,other bacteria
"20,000 proteus penneri",proteus_penneri,other bacteria
proteus penneri,proteus_penneri,other bacteria
"culture overgrown with proteus, unable to isolate anaerobes",proteus_sp,other bacteria
overgrown with proteus: unable to subculture,proteus_sp,other bacteria
proteus species,proteus_sp,other bacteria
proteus species probable,proteus_sp,other bacteria
proteus sp.,proteus_sp,other bacteria
^proteus vulgaris strain 2 bottle 1 and 2,proteus_vulgaris,other bacteria
"300,000 proteus vulgaris",proteus_vulgaris,other bacteria
"320,000 proteus vulgaris",proteus_vulgaris,other bacteria
"50,000 proteus vulgaris",proteus_vulgaris,other bacteria
"540,000 proteus vulgaris",proteus_vulgaris,other bacteria
"70,000 proteus vulgaris",proteus_vulgaris,other bacteria
proteus vulgaris,proteus_vulgaris,other bacteria
proteus vulgaris bottle 1 and 2,proteus_vulgaris,other bacteria
proteus vulgaris strain 1,proteus_vulgaris,other bacteria
proteus vulgaris strain 2,proteus_vulgaris,other bacteria
proteus vulgaris previously identified,proteus_vulgaris,other bacteria
proteus vulgaris/hauseri,proteus_vulgaris,other bacteria
proteus vulgaris/hauseri/penneri,proteus_vulgaris,other bacteria
proteus vulgaris/hauseri/penneri previously identified,proteus_vulgaris,other bacteria
providencia alcalifaciens,providencia_alcalifaciens,other bacteria
"10,000 providencia rettgeri",providencia_rettgeri,other bacteria
"280,000 providencia rettgeri",providencia_rettgeri,other bacteria
"80,000 providencia rettgeri",providencia_rettgeri,other bacteria
providencia rettgeri,providencia_rettgeri,other bacteria
providencia rettgeri previously identified,providencia_rettgeri,other bacteria
providencia rustigianii,providencia_rustigianii,other bacteria
providencia species,providencia_sp,other bacteria
^providencia stuartii  x2,providencia_stuartii,other bacteria
"10,000 providencia stuartii",providencia_stuartii,other bacteria
"40,000 providencia stuartii",providencia_stuartii,other bacteria
"500,000 providencia stuartii",providencia_stuartii,other bacteria
providencia stuartii,providencia_stuartii,other bacteria
providencia stuartii cefepime resistant,providencia_stuartii,other bacteria
providencia stuartii strain 1,providencia_stuartii,other bacteria
providencia stuartii strain 2,providencia_stuartii,other bacteria
providencia vermicola,providencia_vermicola,other bacteria
providenica stuartii,providenica_stuartii,other bacteria
pseudoclavibacter sp.,pseudoclavibacter_sp,other bacteria
pseudoglutamicibacter (arthrobacter) cumminsii,pseudoglutamicibacter_cumminsii,other bacteria
pseudoglutamicibacter sp.,pseudoglutamicibacter_sp,other bacteria
psychrobacter sanguinis,psychrobacter_sanguinis,other bacteria
psychrobacter species,psychrobacter_sp,other bacteria
rahnella aquatilis,rahnella_aquatilis,other bacteria
rahnella/ewingella sp.,rahnella_spp,other bacteria
ralstonia mannitolilytica,ralstonia_mannitolilytica,other bacteria
ralstonia pickettii,ralstonia_pickettii,other bacteria
ralstonia species,ralstonia_sp,other bacteria
raoultella (k.) ornithinolytica,raoultella_ornithinolytica,other bacteria
raoultella (klebsiella) ornithinolytica,raoultella_ornithinolytica,other bacteria
raoultella (klebsiella) ornithinolytica previously identified,raoultella_ornithinolytica,other bacteria
raoultella (formerly klebsiella) ornithinolytica,raoultella_ornithinolytica,other bacteria
raoultella ornithinolytica,raoultella_ornithinolytica,other bacteria
raoultella ornithinolytica strain 1,raoultella_ornithinolytica,other bacteria
raoultella ornithinolytica strain 2,raoultella_ornithinolytica,other bacteria
raoutella ornithinolytica,raoultella_ornithinolytica,other bacteria
raoultella planticola,raoultella_planticola,other bacteria
raoultella species,raoultella_sp,other bacteria
raoultella terrigena,raoultella_terrigena,other bacteria
rhizobium (agrobacterium) radiobacter,rhizobium_agrobacterium,other bacteria
rhizobium radiobacter,rhizobium_radiobacter,other bacteria
rhodococcus equi,rhodococcus_equi,other bacteria
rhodococcus erythropolis,rhodococcus_erythropolis,other bacteria
rhodococcus species,rhodococcus_sp,other bacteria
roseomonas mucosa,roseomonas_sp,other bacteria
rothia dentocariosa,rothia_dentocariosa,other bacteria
rothia (stomatococcus) mucilaginosa previously identified,rothia_mucilaginosa,other bacteria
rothia (stomatococcus) mucilaginosa probable,rothia_mucilaginosa,other bacteria
rothia (stomatococcus) mucilaginosa,rothia_mucilaginosa,other bacteria
rothia mucilaginosa,rothia_mucilaginosa,other bacteria
rothia species,rothia_sp,other bacteria
rothia sp.,rothia_sp,other bacteria
serratia ficaria,serratia_ficaria,other bacteria
serratia fonticola,serratia_fonticola,other bacteria
serratia liquefaciens,serratia_liquefaciens,other bacteria
serratia liquefaciens resistant to cefepime and imipenem.,serratia_liquefaciens,other bacteria
serratia liquefaciens/grimesii,serratia_liquefaciens,other bacteria
serratia liquefaciens/grimesii/proteamaculans,serratia_liquefaciens,other bacteria
serratia odorifera,serratia_odorifera,other bacteria
serratia plymuthica,serratia_plymuthica,other bacteria
serratia rubidaea,serratia_rubidaea,other bacteria
serratia sp.,serratia_sp,other bacteria
serratia species,serratia_sp,other bacteria
serratia ureilytica,serratia_ureilytica,other bacteria
shewanella putrefaciens,shewanella_putrefaciens,other bacteria
shewanella species,shewanella_sp,other bacteria
sphingobacterium multivorum,sphingobacterium_multivorum,other bacteria
sphingobacterium species,sphingobacterium_sp,other bacteria
sphingobacterium spiritivorum,sphingobacterium_spiritivorum,other bacteria
sphingomonas koreensis,sphingomonas_koreensis,other bacteria
sphingomonas paucimobilis,sphingomonas_paucimobilis,other bacteria
sphingomonas species,sphingomonas_sp,other bacteria
stenotrophomonas acidaminiphila,stenotrophomonas_acidaminiphila,other bacteria
stenotrophomonas species,stenotrophomonas_sp,other bacteria
stomatococcus species,stomatococcus_sp,other bacteria
streptomyces species,streptomyces_sp,other bacteria
streptomyces sp,streptomyces_sp,other bacteria
streptomyces sp.,streptomyces_sp,other bacteria
trueperella bernardiae,trueperella_bernardiae,other bacteria
trueperella species,trueperella_sp,other bacteria
trueperella sp.,trueperella_sp,other bacteria
tsukamurella species,tsukamurella_sp,other bacteria
turicella otitidis,turicella_otitidis,other bacteria
turicella species,turicella_sp,other bacteria
ureaplasma species,ureaplasma_sp,other bacteria
ureaplasma urealyticum,ureaplasma_urealyticum,other bacteria
vagococcus fluvialis,vagococcus_fluvialis,other bacteria
vagococcus lutrae,vagococcus_lutrae,other bacteria
vagococcus sp.,vagococcus_sp,other bacteria
wautersiella falsenii,wautersiella_falsenii,other bacteria
weeksella virosa,weeksella_virosa,other bacteria
weissella cibaria,weissella_cibaria,other bacteria
weissella sp.,weissella_sp,other bacteria
yersinia enterocolitica,yersinia_enterocolitica,other bacteria
zimmermannella species,zimmermannella_sp,other bacteria
acremonium species,acremonium_sp,other fungus
alternaria species,alternaria_sp,other fungus
alternaria tenuissima,alternaria_tenuissima,other fungus
arthrinium species,arthrinium_sp,other fungus
arthrographis species,arthrographis_sp,other fungus
aureobasidium sp.,aureobasidium_sp,other fungus
bipolaris species,bipolaris_sp,other fungus
blastocystis hominis,blastocystis_hominis,other fungus
blastomyces dermatitidis,blastomyces_dermatitidis,other fungus
blastomyces sp.,blastomyces_sp,other fungus
botrytis species,botrytis_sp,other fungus
chaetomium species,chaetomium_sp,other fungus
cladophialophora bantiana,cladophialophora_bantiana,other fungus
cladosporium halotolerans,cladosporium_halotolerans,other fungus
cladosporium species,cladosporium_sp,other fungus
coccidioides immitis,coccidioides_immitis,other fungus
coccidioides immitis/posadasii,coccidioides_immitis/posadasii,other fungus
coccidioides species,coccidioides_sp,other fungus
curvularia sp.,curvularia_sp,other fungus
dematiaceous fungi,dematiaceous_sp,other fungus
dematiaceous fungus,dematiaceous_sp,other fungus
dermatophyte,dermatophyte,other fungus
epicoccum species,epicoccum_sp,other fungus
epidermophyton species,epidermophyton_sp,other fungus
histoplasma capsulatum,histoplasma_capsulatum,other fungus
histoplasma capsulatum var. capsulatum,histoplasma_capsulatum,other fungus
hormonema dematioides,hormonema_dematioides,other fungus
lichtheimia species (formerly absidia),lichtheimia_sp,other fungus
malbranchea sp.,malbranchea_sp,other fungus
neosartorya hiratsukae,neosartorya_hiratsukae,other fungus
ochroconis (dactylaria) species,ochroconis_sp,other fungus
non-sporulating fungus,other fungus,other fungus
filamentous fungus,other fungus,other fungus
"filamentous fungus unable to identify. contact laboratory at 26133, if further",other fungus,other fungus
"filamentous fungus, for identification, see culture no.",other fungus,other fungus
fungal form,other fungus,other fungus
"hyphae, septate",other fungus,other fungus
mold,other fungus,other fungus
mycelial forms,other fungus,other fungus
overgrown with mold,other fungus,other fungus
"overgrown with mold, unable to isolate legionella",other fungus,other fungus
sterile mycelium,other fungus,other fungus
paecilomyces lilacinus,paecilomyces_lilacinus,other fungus
paecilomyces species,paecilomyces_sp,other fungus
paecilomyces sp.,paecilomyces_sp,other fungus
penicillium species,penicillium_sp,other fungus
penicillium sp.,penicillium_sp,other fungus
phialemonium species,phialemonium_sp,other fungus
phoma species,phoma_sp,other fungus
pithomyces sp.,pithomyces_sp,other fungus
pithomyces species,pithomyces_sp,other fungus
pseudallescheria boydii,pseudallescheria_boydii,other fungus
purpureocillium lilacinum,purpureocillium_lilacinum,other fungus
scedosporium apiospermum,scedosporium_apiospermum,other fungus
scedosporium prolificans,scedosporium_prolificans,other fungus
scedosporium species,scedosporium_sp,other fungus
scopulariopsis species,scopulariopsis_sp,other fungus
scytalidium species,scytalidium_sp,other fungus
syncephalastrum species,syncephalastrum_sp,other fungus
teichospora sp.,teichospora_sp,other fungus
trichoderma species,trichoderma_sp,other fungus
trichophyton mentagrophytes,trichophyton_mentagrophytes,other fungus
trichophyton rubrum,trichophyton_rubrum,other fungus
trichophyton species,trichophyton_sp,other fungus
ustilago species,ustilago_sp,other fungus
verticillium species,verticillium_sp,other fungus
wickerhamomyces anomalus,wickerhamomyces_anomalus,other fungus
mycobacterium abscessus,mycobacterium_abscessus,other mycobacterium
mycobacterium abscessus complex,mycobacterium_abscessus,other mycobacterium
mycobacterium chelonae,mycobacterium_chelonae,other mycobacterium
mycobacterium colombiense,mycobacterium_colombiense,other mycobacterium
mycobacterium fortuitum,mycobacterium_fortuitum,other mycobacterium
mycobacterium fortuitum complex,mycobacterium_fortuitum,other mycobacterium
mycobacterium gordonae,mycobacterium_gordonae,other mycobacterium
mycobacterium kansasii,mycobacterium_kansasii,other mycobacterium
mycobacterium mageritense,mycobacterium_mageritense,other mycobacterium
mycobacterium malmoense,mycobacterium_malmoense,other mycobacterium
mycobacterium mucogenicum,mycobacterium_mucogenicum,other mycobacterium
mycobacterium mucogenicum-phocaicum group,mycobacterium_mucogenicum,other mycobacterium
mycobacterium neoaurum,mycobacterium_neoaurum,other mycobacterium
mycobacterium peregrinum,mycobacterium_peregrinum,other mycobacterium
mycobacterium porcinum,mycobacterium_porcinum,other mycobacterium
mycobacterium simiae,mycobacterium_simiae,other mycobacterium
mycobacterium species,mycobacterium_sp,other mycobacterium
mycobacterium species (rapid grower),mycobacterium_sp,other mycobacterium
mycobacterium species (scotochromogen),mycobacterium_sp,other mycobacterium
mycobacterium szulgai,mycobacterium_szulgai,other mycobacterium
mycobacterium triplex,mycobacterium_triplex,other mycobacterium
mycobacterium xenopi,mycobacterium_xenopi,other mycobacterium
unknown organism,other organism,other organism
bedbug,bedbug,other protozoal (parasite)
cyclospora cayetanensis,cyclospora_cayetanensis,other protozoal (parasite)
dermacentor species,dermacentor_sp,other protozoal (parasite)
dientamoeba fragilis,dientamoeba_fragilis,other protozoal (parasite)
endolimax nana,endolimax_nana,other protozoal (parasite)
entamoeba coli,entamoeba_coli,other protozoal (parasite)
entamoeba histolytica/dispar,entamoeba_histolytica,other protozoal (parasite)
entamoeba species,entamoeba_sp,other protozoal (parasite)
giardia duodenalis (formerly g. lamblia),giardia_duodenalis,other protozoal (parasite)
giardia lamblia,giardia_lamblia,other protozoal (parasite)
giardia lamblia cysts,giardia_lamblia,other protozoal (parasite)
iodamoeba butschlii,iodamoeba_butschlii,other protozoal (parasite)
plasmodium falciparum,plasmodium_falciparum,other protozoal (parasite)
plasmodium ovale,plasmodium_ovale,other protozoal (parasite)
plasmodium species,plasmodium_sp,other protozoal (parasite)
plasmodium vivax,plasmodium_vivax,other protozoal (parasite)
strongyloides sp. larva,strongyloides_sp,other protozoal (parasite)
parainfluenza virus type 1,parainfluenza_virus,parainfluenza
parainfluenza virus type 2,parainfluenza_virus,parainfluenza
parainfluenza virus type 3,parainfluenza_virus,parainfluenza
pneumocystis jirovecii (formerly p. carinii),pneumocystis_jirovecii,pneumocystis (pcp)
cutibacterium (propionibacterium) acnes,propionibacterium_acnes,"propionbacterium (acnes, avidum, granulosum, other species)"
cutibacterium (propionibacterium) avidum,propionibacterium_acnes,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium acnes,propionibacterium_acnes,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium acnes previously identified,propionibacterium_acnes,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium avidum,propionibacterium_avidum,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium avidum previously identified,propionibacterium_avidum,"propionbacterium (acnes, avidum, granulosum, other species)"
cutibacterium (propionibacterium) granulosum,propionibacterium_granulosum,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium granulosum,propionibacterium_granulosum,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium species,propionibacterium_sp,"propionbacterium (acnes, avidum, granulosum, other species)"
propionibacterium species probable,propionibacterium_sp,"propionbacterium (acnes, avidum, granulosum, other species)"
gram negative rod ps. aeruginosa probable,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
most closely resembles pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
mucoid strain pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
mucoid strain pseudomonas aeruginosa probable,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
ps. aeruginosa probable,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^mucoid pseudomonas aeruginosa no2,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"^pseudomonas aeruginosa 1, 2, 3",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa imipenem <=1 susceptible,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa no 1 susceptibility correct for this isolate,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa no.1,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa no2,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa only one strain,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"^pseudomonas aeruginosa strain 1 for susceptibility results, refer to culture ^s55343",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa strain 1 in both bottles with antibioc removal resin,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"^pseudomonas aeruginosa strain 1 susceptible to cefepime, ceftazidime, ^ ciprofloxacin, levofloxacin, meropenem and tobramycin.",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa strain 2 in one bottle with antibiotic removal resin,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa strain 2 number 2,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa strain 2 pseudomonas aeruginosa resistant to amikacin and ^ susceptible to tobramycin,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"^pseudomonas aeruginosa strain 3 is susceptible to ciprofloxacin , previously ^ reported as intermediate.",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
^pseudomonas aeruginosa susceptibility results not valid,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"1,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"1,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"1,000 pseudomonas aeruginosa strain 2",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"1,500 mucoid pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"10,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"10,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"10,000 pseudomonas aeruginosa strain 2",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
100 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
100 pseudomonas aeruginosa strain 2,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"100,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"100,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"100,000 pseudomonas aeruginosa strain 2",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
1000 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
1000 pseudomonas aeruginosa strain 3,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
10000 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
100000 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"11,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"110,000 mucoid pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"110,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"110,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"12,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"120,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"120,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"120,000 pseudomonas aeruginosa strain 3",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
1200 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"130,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"130,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"140,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"140,000 pseudomonas aeruginosa strain 3",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
1400 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"15,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"15,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"15,000 pseudomonas aeruginosa strain 3",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"150,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"150,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"150,000 pseudomonas aeruginosa strain 2",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"16,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"16,000 pseudomonas aeruginosa strain 4",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"160,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"160,000 pseudomonas aeruginosa strain 1",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
1600 pseudomonas aeruginosa,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
160000 pseudomonas aeruginosa strain 2,pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"17,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"170,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"170,000 pseudomonas aeruginosa strain 3",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"180,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"19,000 mucoid pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"190,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"2,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"2,000 pseudomonas aeruginosa strain 2",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
"20,000 pseudomonas aeruginosa",pseudomonas_aeruginosa,pseudomonas (all species except cepacia and maltophilia)
