ord_value,organism_name,organism_category,,
1200 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"130,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"140,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"140,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
1400 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"15,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"15,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"150,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"150,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"16,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"16,000 PSEUDOMONAS AERUGINOSA STRAIN 4",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"160,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"160,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
1600 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
160000 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"17,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"170,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"170,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"180,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"19,000 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"190,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"2,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"2,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"20,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"20,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"20,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"20,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
200 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
200 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"200,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"200,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"200,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
2000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
2000 PSEUDOMONAS AERUGINOSA STRAIN 1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
2000 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
20000 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"210,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"22,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"220,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"23,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"230,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
2300 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
230000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"24,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"240,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"25,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"25,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"25,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"250,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"250,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"26,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"260,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"27,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"270,000 CGT PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"270,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"280,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"280,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"29,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"290,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000  PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"3,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"30,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"30,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"30,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
300 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"300,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"300,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"300,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
3000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
300000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
31000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"320,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"320,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
32000 PSEUDOMONAS AERUGINOSA STRAIN 1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"35,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"350,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"360,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"37,000 CGT PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
37000 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"38,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"380,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"390,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"4,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"4,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"4,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"40,000 CGT PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"40,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"40,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"400,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"400,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
4000 MUCOID PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
4000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
40000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"420,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
4200 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"43,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"45,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"450,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
4600 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"48,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
4800 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"5,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"5,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"5,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"50,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"50,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
500 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"500,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"500,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"500,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
5000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
500000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"520,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"530,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"58,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"6,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"6,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"60,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"60,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"60,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
600 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
6000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
6000 PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
60000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"620,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"640,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"650,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
6500 PSEUDOMONAS AERUGINOSA STRAIN 1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"7,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"70,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"70,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"70,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
700  MUCOID PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
700 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"700,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
7000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"72,000 CFML PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"750,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"8,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"8,000 PSEUDOMONAS AERUGINOSA STRAIN 3",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"80,000 CGT PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"80,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"80,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"80,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"9,000 MUCOID PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"9,000 MUCOID PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"9,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"90,000 CGT PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"90,000 PSEUDOMONAS AERUGINOSA",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"90,000 PSEUDOMONAS AERUGINOSA STRAIN 1",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"90,000 PSEUDOMONAS AERUGINOSA STRAIN 2",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
90000 PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
MUCOID PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
MUCOID PSEUDOMONAS AERUGINOSA STRAIN 1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
MUCOID PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
MUCOID PSEUDOMONAS AERUGINOSA STRAIN 3,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
MUCOID PSEUDOMONAS AERUGINOSA STRAIN 4,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PROBABLE MUCOID PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PROBABLE PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PROBABLE PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"PSEUDOMONAS AERUGINOSA FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE W39452",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA IN TWO ANTIBIOTIC RESIN BOTTLES,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
"PSEUDOMONAS AERUGINOSA IS SUSCEPTIBLE TO CIPROFLOXACIN, PREVIOUSLY REPORTED AS  INTERMEDIATE.",pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA RESISTANT TO GENTAMICIN AND TOBRAMYCIN,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA STRAIN 1,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA STRAIN 2,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA STRAIN 3,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA STRAIN 4,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS AERUGINOSA STRAIN 5,pseudomonas_aeruginosa,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS ALCALIGENES,pseudomonas_alcaligenes,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS FLUORESCENS,pseudomonas_fluorescens,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS FLUORESCENS SUSCEPTIBILITY RESULTS NOT VALID FOR THIS ORGANISM.  PLEASE DISREGARD.,pseudomonas_fluorescens,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS LUTEOLA,pseudomonas_luteola,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS MENDOCINA,pseudomonas_mendocina,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS ORYZIHABITANS,pseudomonas_oryzihabitans,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS PUTIDA,pseudomonas_putida,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS SP. NOT AERUGINOSA,pseudomonas_sp,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS SPECIES,pseudomonas_sp,Pseudomonas (all species except cepacia and maltophilia),,
PSEUDOMONAS STUTZERI,pseudomonas_stutzeri,Pseudomonas (all species except cepacia and maltophilia),,
^BURKHOLDERIA CEPACIA COMPLEX B. MULTIVORANS,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
BURKHOLDERIA CEPACIA COMPLEX,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
BURKHOLDERIA CEPACIA COMPLEX B. CENOCEPACIA STRAIN 1,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
BURKHOLDERIA CEPACIA COMPLEX B. CENOCEPACIA STRAIN 2,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
BURKHOLDERIA CEPACIA COMPLEX STRAIN 1,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
BURKHOLDERIA CEPACIA COMPLEX STRAIN 2,burkholderia_cepacia,Pseudomonas or Burkholderia cepacia,,
^STENOTROPHOMONAS MALTOPHILIA STRAIN 2 SEE W52635 FOR CEFTAZIDIME RESULT,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"10,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
100 STENOTROPHOMONAS MALTOPHILIA,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
1400 STENOTROPHOMONAS MALTOPHILIA,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"160,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"20,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
200 STENOTROPHOMONAS MALTOPHILIA,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"22,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"30,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"35,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"40,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"40,000 STENOTROPHOMONAS MALTOPHILIA STRAIN 2",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"46,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"5,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"500,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
600 STENOTROPHOMONAS MALTOPHILIA,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"80,000 STENOTROPHOMONAS MALTOPHILIA",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
STENOTROPHOMONAS MALTOPHILIA,stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
"STENOTROPHOMONAS MALTOPHILIA FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE H20770",stenotrophomonas_maltophilia,Pseudomonas or Stenotrophomonas or Xanthomonas maltophilia,,
