position_category,position_name,n,site
not_prone,Lying supine,1,JHU
not_prone,NP aware of sats sitting in the 80s despite sxn and sedation. NP at bedside to assess,1,JHU
not_prone,Orthostatic VS sitting,1,JHU
not_prone,"Orthostatic VS, pt lying down ",1,JHU
not_prone,Other (Comment);Lying left side;Pillow support;Sitting,1,JHU
not_prone,Other (Comment);Lying right side;Pillow support;Semi fowlers,1,JHU
not_prone,Other (Comment);Lying right side;Semi fowlers;Pillow support,1,JHU
not_prone,Other (Comment);Lying right side;Turns self;Pillow support,1,JHU
not_prone,Other (Comment);Pillow support;Lying left side,1,JHU
not_prone,Other (Comment);Pillow support;Lying right side,1,JHU
not_prone,Other (Comment);Pillow support;Semi fowlers,1,JHU
not_prone,Other (Comment);Pillow support;Sitting,1,JHU
not_prone,Other (Comment);Reverse Trendelenburg;Pillow support;Supine,1,JHU
not_prone,Other (Comment);Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Other (Comment);Sitting;Semi fowlers;Supine,1,JHU
not_prone,Other (Comment);Sitting;Turns self,1,JHU
not_prone,Other (Comment);Sitting;Up in chair,1,JHU
not_prone,Other (Comment);Supine;Reverse Trendelenburg,1,JHU
not_prone,Other (Comment);Turns self;Lying left side,1,JHU
not_prone,Other (comment);Reverse Trendelenburg;Lying down,1,JHU
not_prone,PATIENT repositioned to supine position,1,JHU
not_prone,PLAN: Maybe wean NO after pt. supine,1,JHU
not_prone,PT MADE SUPINE,1,JHU
not_prone,PT lying in bed and repositoned. FC and nods head. No pain noted,1,JHU
not_prone,PT lying in bed. Speech valve place and patient FC.  AXox4.,1,JHU
not_prone,PT. lying with rt side up.,1,JHU
not_prone,Patient Supine with Head of Bed 50 degrees,1,JHU
not_prone,Patient returned to supine position,1,JHU
not_prone,Patient sitting at edge of bed to eat breakfast; Bed alarm on,1,JHU
not_prone,"Patient sitting at edge of bed, working with OT.  Oxygen increased to 60%.  Cuff remains deflated.",1,JHU
not_prone,Patient sitting in chair ,1,JHU
not_prone,Patient sitting up in chair eating lunch,1,JHU
not_prone,Patient supine,1,JHU
not_prone,Pillow support;Head left;Semi fowlers,1,JHU
not_prone,Pillow support;Head left;Supine,1,JHU
not_prone,Pillow support;Head midline;Semi fowlers;Supine,1,JHU
not_prone,Pillow support;Head midline;Turns self;Semi fowlers,1,JHU
not_prone,Pillow support;Head right;Lying left side;Semi fowlers,1,JHU
not_prone,Pillow support;Head right;Lying right side;Semi fowlers,1,JHU
not_prone,Pillow support;Head right;Supine,1,JHU
not_prone,Pillow support;Lying left side;Lying right side;Other (Comment),1,JHU
not_prone,Pillow support;Lying left side;Other (Comment),1,JHU
not_prone,Pillow support;Lying left side;Other (Comment);Semi fowlers,1,JHU
not_prone,Pillow support;Lying left side;Refused by patient,1,JHU
not_prone,Pillow support;Lying left side;Semi fowlers;Head left,1,JHU
not_prone,Pillow support;Lying right side;Head left,1,JHU
not_prone,Pillow support;Lying right side;Lying left side;Supine,1,JHU
not_prone,Pillow support;Lying right side;Reverse Trendelenburg,1,JHU
not_prone,Pillow support;Lying right side;Semi fowlers;Head right,1,JHU
not_prone,Pillow support;Lying right side;Sitting,1,JHU
not_prone,Pillow support;Other (Comment);Lying right side,1,JHU
not_prone,Pillow support;Reverse Trendelenburg;Supine;Head left,1,JHU
not_prone,Pillow support;Semi fowlers;Head left;Lying left side,1,JHU
not_prone,Pillow support;Semi fowlers;Head midline;Lying left side,1,JHU
not_prone,Pillow support;Semi fowlers;Head midline;Lying right side,1,JHU
not_prone,Pillow support;Semi fowlers;Infant nested,1,JHU
not_prone,Pillow support;Semi fowlers;Lying right side;Head left,1,JHU
not_prone,Pillow support;Semi fowlers;Lying right side;Head right,1,JHU
not_prone,Pillow support;Semi fowlers;Lying right side;Lying left side,1,JHU
not_prone,Pillow support;Semi fowlers;Lying right side;Turns self,1,JHU
not_prone,Pillow support;Semi fowlers;Other (Comment);Supine,1,JHU
not_prone,Pillow support;Semi fowlers;Sitting;Turns self,1,JHU
not_prone,Pillow support;Semi fowlers;Supine;Other (Comment),1,JHU
not_prone,Pillow support;Semi fowlers;Turns self;Sitting,1,JHU
not_prone,Pillow support;Semi fowlers;Turns self;Supine,1,JHU
not_prone,Pillow support;Semi fowlers;Unable to reposition,1,JHU
not_prone,Pillow support;Sitting;Lying right side,1,JHU
not_prone,Pillow support;Sitting;Supine,1,JHU
not_prone,Pillow support;Sitting;Up in chair;Turns self,1,JHU
not_prone,Pillow support;Supine;Head right,1,JHU
not_prone,Pillow support;Supine;Lying right side;Semi fowlers;Infant nested,1,JHU
not_prone,Pillow support;Supine;Semi fowlers;Lying left side,1,JHU
not_prone,Pillow support;Supine;Semi fowlers;Sitting,1,JHU
not_prone,Pillow support;Supine;Semi fowlers;Turns self,1,JHU
not_prone,Pillow support;Supine;Trendelenburg,1,JHU
not_prone,Pillow support;Supine;Unable to reposition,1,JHU
not_prone,Pillow support;Turns self;Sitting,1,JHU
not_prone,Pillow support;Unable to reposition;Supine,1,JHU
not_prone,Pillow support;Up in chair;Semi fowlers,1,JHU
not_prone,Positioned supine,1,JHU
not_prone,Post tube exchange and patient supine,1,JHU
not_prone,"Pt agitated, sitting upright, thrashing head, sats 84%",1,JHU
not_prone,Pt appears and stated she felt much better and less anxious after our talk this morning.  Does not appear in distress at this time; pt sitting up in chair wathing TV,1,JHU
not_prone,Pt is Supine,1,JHU
not_prone,Pt is lying in bed watching TV.  NAD noted.  Respirations are even and unlabored.  Skin is acyanotic and not diaphoretic.  NAD or outward s/sx of pain or discomfort noted.  Bed is low and locked.  SR up x4. Callbell is in reach.  Bed alarm is activated.  Cardiac monitoring is still in place. Pt's speech is low and quiet.  Pt is cooperative but noted to start off during assessment.  Pt noted to gester out from herself but did not elaborate on why or what she was referencing at this time.  This writer will continue to observe Pt through glass while awaiting arrival of sitter ordered for tonight.,1,JHU
not_prone,Pt is lying in bed watching TV. NAD or changes in Pt's condition to report at this time.  Cardiac monitoring in place.  Bed is low and locked.  SR up x4.  Callbell is in reach.  Sitter is present at bedside.,1,JHU
not_prone,Pt is now Supined,1,JHU
not_prone,Pt is now supine position,1,JHU
not_prone,Pt is supine was self proning  during the day,1,JHU
not_prone,Pt laying supine; Levo off,1,JHU
not_prone,Pt lying in bed,1,JHU
not_prone,Pt lying in bed ,1,JHU
not_prone,Pt lying in bed on stomach,1,JHU
not_prone,Pt lying in bed; OOB to BR ,1,JHU
not_prone,Pt moved to sitting in bed ,1,JHU
not_prone,Pt paced supine,1,JHU
not_prone,Pt placed back on Supine position,1,JHU
not_prone,Pt sitting at edge of bed,1,JHU
not_prone,Pt sitting at edge of bed eating breakfast,1,JHU
not_prone,Pt sitting in chair,1,JHU
not_prone,Pt sitting on chair,1,JHU
not_prone,Pt sitting to eat ,1,JHU
not_prone,Pt sitting up,1,JHU
not_prone,Pt supine.,1,JHU
not_prone,Pt supine; Will continue to encourage self proning,1,JHU
not_prone,Pt supined,1,JHU
not_prone,Pt supined during PEA,1,JHU
not_prone,Pt turned supine w/o incident.,1,JHU
not_prone,"Pt zooming with family, sitting in chair in good spirits",1,JHU
not_prone,Pt. sitting on bedpan.,1,JHU
not_prone,"R side lying, pt's Ppeak went from 39-40 to 33-34",1,JHU
not_prone,Refused by patient;Lying left side;Semi fowlers;Pillow support,1,JHU
not_prone,Refused by patient;Lying right side;Semi fowlers;Pillow support,1,JHU
not_prone,Refused by patient;Supine;Pillow support,1,JHU
not_prone,Repositioned to lying on right side,1,JHU
not_prone,"Resting comfortably in bed, sleeping easily aroused to voice, even unlabored respirations in high fowlers position with HHFNC 85%/60L.  ",1,JHU
not_prone,Reverse Trendelenburg;HOB equal/greater than 30 degrees;Lying down,1,JHU
not_prone,Reverse Trendelenburg;Head right;Lying left side,1,JHU
not_prone,Reverse Trendelenburg;Head right;Lying right side,1,JHU
not_prone,Reverse Trendelenburg;Lying down;Other (comment),1,JHU
not_prone,Reverse Trendelenburg;Lying left side;Semi fowlers,1,JHU
not_prone,Reverse Trendelenburg;Lying right side;Head left;Pillow support,1,JHU
not_prone,Reverse Trendelenburg;Pillow support;Lying left side;Lying right side,1,JHU
not_prone,Reverse Trendelenburg;Pillow support;Semi fowlers;Lying left side,1,JHU
not_prone,Reverse Trendelenburg;Semi fowlers;Lying left side,1,JHU
not_prone,Reverse Trendelenburg;Semi fowlers;Pillow support;Head left,1,JHU
not_prone,Reverse Trendelenburg;Semi fowlers;Supine,1,JHU
not_prone,Reverse Trendelenburg;Semi fowlers;Supine;Pillow support;Head midline,1,JHU
not_prone,Reverse Trendelenburg;Supine;Head midline,1,JHU
not_prone,Reverse Trendelenburg;Supine;Lying left side,1,JHU
not_prone,Reverse Trendelenburg;Supine;Semi fowlers,1,JHU
not_prone,Reverse Trendelenburg;Trendelenburg;Lying left side,1,JHU
not_prone,Right lateral;HOB equal/greater than 30 degrees;Sitting,1,JHU
not_prone,Right lateral;HOB flat;Lying down,1,JHU
not_prone,Right lateral;HOB less than 30 degrees;Lying down,1,JHU
not_prone,Right lateral;Lying down;HOB self-regulated,1,JHU
not_prone,Right lateral;Reverse Trendelenburg;Lying down,1,JHU
not_prone,SUPINED,1,JHU
not_prone,SUPINED.,1,JHU
not_prone,Semi fowlers;Head left;Head midline;Pillow support,1,JHU
not_prone,Semi fowlers;Head midline;Pillow support,1,JHU
not_prone,Semi fowlers;Head midline;Pillow support;Other (Comment),1,JHU
not_prone,Semi fowlers;Head right;Lying right side,1,JHU
not_prone,Semi fowlers;Lying left side;Head right,1,JHU
not_prone,Semi fowlers;Lying left side;Lying right side,1,JHU
not_prone,Semi fowlers;Lying left side;Lying right side;Supine,1,JHU
not_prone,Semi fowlers;Lying left side;Other (Comment),1,JHU
not_prone,Semi fowlers;Lying left side;Pillow support;Other (Comment),1,JHU
not_prone,Semi fowlers;Lying left side;Pillow support;Refused by patient,1,JHU
not_prone,Semi fowlers;Lying left side;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Semi fowlers;Lying left side;Reverse Trendelenburg,1,JHU
not_prone,Semi fowlers;Lying left side;Turns self,1,JHU
not_prone,Semi fowlers;Lying right side;Lying left side;Supine;Pillow support,1,JHU
not_prone,Semi fowlers;Lying right side;Pillow support;Sitting,1,JHU
not_prone,Semi fowlers;Lying right side;Sitting,1,JHU
not_prone,Semi fowlers;Other (Comment);Lying left side,1,JHU
not_prone,Semi fowlers;Other (Comment);Pillow support,1,JHU
not_prone,Semi fowlers;Pillow support;Head left;Head midline,1,JHU
not_prone,Semi fowlers;Pillow support;Head left;Lying left side,1,JHU
not_prone,Semi fowlers;Pillow support;Head left;Lying right side,1,JHU
not_prone,Semi fowlers;Pillow support;Head left;Turns self,1,JHU
not_prone,Semi fowlers;Pillow support;Head midline;Head right,1,JHU
not_prone,Semi fowlers;Pillow support;Head right;Head midline,1,JHU
not_prone,Semi fowlers;Pillow support;Lying left side;Head right,1,JHU
not_prone,Semi fowlers;Pillow support;Lying left side;Sitting,1,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Lying left side;Supine,1,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Lying left side;Turns self,1,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Supine,1,JHU
not_prone,Semi fowlers;Pillow support;Other (Comment);Lying left side,1,JHU
not_prone,Semi fowlers;Pillow support;Other (Comment);Refused by patient,1,JHU
not_prone,Semi fowlers;Pillow support;Other (Comment);Supine,1,JHU
not_prone,Semi fowlers;Pillow support;Refused by patient;Lying left side,1,JHU
not_prone,Semi fowlers;Pillow support;Reverse Trendelenburg;Supine,1,JHU
not_prone,Semi fowlers;Pillow support;Sitting;Standing,1,JHU
not_prone,Semi fowlers;Pillow support;Supine;Lying left side;Lying right side,1,JHU
not_prone,Semi fowlers;Pillow support;Supine;Lying right side;Reverse Trendelenburg,1,JHU
not_prone,Semi fowlers;Pillow support;Supine;Other (Comment),1,JHU
not_prone,Semi fowlers;Pillow support;Supine;Refused by patient,1,JHU
not_prone,Semi fowlers;Pillow support;Supine;Unable to reposition,1,JHU
not_prone,Semi fowlers;Pillow support;Trendelenburg;Lying left side,1,JHU
not_prone,Semi fowlers;Pillow support;Turns self;Lying right side,1,JHU
not_prone,Semi fowlers;Pillow support;Unable to reposition;Lying left side,1,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Head midline,1,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Head right,1,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Pillow support,1,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Supine,1,JHU
not_prone,Semi fowlers;Standing,1,JHU
not_prone,Semi fowlers;Supine;Infant nested;Lying left side;Lying right side;Pillow support,1,JHU
not_prone,Semi fowlers;Supine;Pillow support;Head right,1,JHU
not_prone,Semi fowlers;Supine;Pillow support;Lying right side;Lying left side,1,JHU
not_prone,Semi fowlers;Supine;Pillow support;Sitting,1,JHU
not_prone,Semi fowlers;Supine;Reverse Trendelenburg,1,JHU
not_prone,Semi fowlers;Supine;Turns self;Pillow support,1,JHU
not_prone,Semi fowlers;Turns self;Head right,1,JHU
not_prone,Semi fowlers;Turns self;Lying left side,1,JHU
not_prone,Semi fowlers;Turns self;Pillow support;Lying right side,1,JHU
not_prone,Semi fowlers;Up in chair;Pillow support,1,JHU
not_prone,Semi fowlers;Up in chair;Sitting,1,JHU
not_prone,Sitting EOB for lunch,1,JHU
not_prone,"Sitting in the chair, eating dinner",1,JHU
not_prone,Sitting up at side of bed,1,JHU
not_prone,Sitting up in bed; Eating lunch,1,JHU
not_prone,Sitting up in chair,1,JHU
not_prone,Sitting up to chair,1,JHU
not_prone,Sitting;HOB less than 30 degrees;HOB self-regulated,1,JHU
not_prone,Sitting;Head midline,1,JHU
not_prone,Sitting;Lying down;HOB less than 30 degrees,1,JHU
not_prone,Sitting;Lying down;Standing;HOB equal/greater than 30 degrees,1,JHU
not_prone,Sitting;Lying left side;Pillow support,1,JHU
not_prone,Sitting;Lying right side;Turns self,1,JHU
not_prone,Sitting;Other (Comment);Pillow support;Head midline,1,JHU
not_prone,Sitting;Other (Comment);Pillow support;Lying left side,1,JHU
not_prone,Sitting;Other (Comment);Standing;Turns self,1,JHU
not_prone,Sitting;Other (comment);HOB equal/greater than 30 degrees,1,JHU
not_prone,Sitting;Pillow support;Head right;Lying right side,1,JHU
not_prone,Sitting;Pillow support;Lying left side,1,JHU
not_prone,Sitting;Semi fowlers;High fowlers,1,JHU
not_prone,Sitting;Semi fowlers;Lying left side,1,JHU
not_prone,Sitting;Semi fowlers;Supine;Pillow support,1,JHU
not_prone,Sitting;Standing;Pillow support,1,JHU
not_prone,Sitting;Standing;Semi fowlers;Pillow support,1,JHU
not_prone,Sitting;Supine;Head midline,1,JHU
not_prone,Sitting;Supine;Other (Comment),1,JHU
not_prone,Sitting;Supine;Turns self,1,JHU
not_prone,Sitting;Up in chair;Lying left side,1,JHU
not_prone,"Spoke with Judith, MD to see if I can d/c pt's CVL. Pt has 3 PIVs and is on no medications that require central access. Pt's sats have been stable since extubation, and thus far pt has tolerated lying flat for turns with dropping O2 sats. Awaiting confirmation",1,JHU
not_prone,Standing;Lying right side,1,JHU
not_prone,Standing;Sitting;Up in chair;Head right;Head left,1,JHU
not_prone,Standing;Turns self;Pillow support;Semi fowlers,1,JHU
not_prone,Standing;Up in chair;Supine,1,JHU
not_prone,Supine for Bedpan,1,JHU
not_prone,Supine posn.,1,JHU
not_prone,Supine sitting edge of bed,1,JHU
not_prone,"Supine, just sat at edge of bed",1,JHU
not_prone,"Supine, sitting position, eating",1,JHU
not_prone,Supine;Head left;Other (Comment),1,JHU
not_prone,Supine;Head left;Reverse Trendelenburg;Pillow support,1,JHU
not_prone,Supine;Head left;Semi fowlers;Pillow support,1,JHU
not_prone,Supine;Head midline;Lying right side,1,JHU
not_prone,Supine;Head midline;Pillow support;Lying right side,1,JHU
not_prone,Supine;Head midline;Pillow support;Semi fowlers,1,JHU
not_prone,Supine;Head midline;Turns self,1,JHU
not_prone,Supine;Head right;Lying right side;Pillow support,1,JHU
not_prone,Supine;Lying left side;Head midline;Pillow support,1,JHU
not_prone,Supine;Lying right side;Lying left side;Semi fowlers;Pillow support,1,JHU
not_prone,Supine;Lying right side;Pillow support;Sitting,1,JHU
not_prone,Supine;Other (Comment);Lying right side,1,JHU
not_prone,Supine;Other (Comment);Reverse Trendelenburg,1,JHU
not_prone,Supine;Pillow support;Head left,1,JHU
not_prone,Supine;Pillow support;Head right;Lying right side,1,JHU
not_prone,Supine;Pillow support;Infant nested,1,JHU
not_prone,Supine;Pillow support;Lying right side;Lying left side,1,JHU
not_prone,Supine;Pillow support;Lying right side;Reverse Trendelenburg,1,JHU
not_prone,Supine;Pillow support;Lying right side;Semi fowlers,1,JHU
not_prone,Supine;Pillow support;Reverse Trendelenburg;Lying left side,1,JHU
not_prone,Supine;Pillow support;Reverse Trendelenburg;Lying right side,1,JHU
not_prone,Supine;Pillow support;Semi fowlers;Lying left side;Lying right side,1,JHU
not_prone,Supine;Pillow support;Semi fowlers;Other (Comment),1,JHU
not_prone,Supine;Pillow support;Semi fowlers;Turns self,1,JHU
not_prone,Supine;Pillow support;Turns self;Refused by patient,1,JHU
not_prone,Supine;Refused by patient;Pillow support,1,JHU
not_prone,Supine;Reverse Trendelenburg;Lying right side,1,JHU
not_prone,Supine;Reverse Trendelenburg;Pillow support;Head left,1,JHU
not_prone,Supine;Semi fowlers;Head midline;Pillow support,1,JHU
not_prone,Supine;Semi fowlers;Head right,1,JHU
not_prone,Supine;Semi fowlers;Lying left side;Head midline,1,JHU
not_prone,Supine;Semi fowlers;Lying right side;Lying left side;Pillow support,1,JHU
not_prone,Supine;Semi fowlers;Other (Comment);Unable to reposition,1,JHU
not_prone,Supine;Semi fowlers;Pillow support;Head left;Lying left side,1,JHU
not_prone,Supine;Semi fowlers;Pillow support;Head right;Lying left side,1,JHU
not_prone,Supine;Semi fowlers;Pillow support;Lying left side;Lying right side;Turns self,1,JHU
not_prone,Supine;Semi fowlers;Pillow support;Reverse Trendelenburg;Head midline,1,JHU
not_prone,Supine;Semi fowlers;Pillow support;Trendelenburg,1,JHU
not_prone,Supine;Semi fowlers;Reverse Trendelenburg;Head midline,1,JHU
not_prone,Supine;Semi fowlers;Reverse Trendelenburg;Head right,1,JHU
not_prone,Supine;Semi fowlers;Reverse Trendelenburg;Lying right side,1,JHU
not_prone,Supine;Sitting;Turns self,1,JHU
not_prone,Supine;Sitting;Up in chair,1,JHU
not_prone,Supine;Turns self;Refused by patient,1,JHU
not_prone,Supine;Unable to reposition;Semi fowlers;Pillow support,1,JHU
not_prone,Supined ,1,JHU
not_prone,Supined at 2100,1,JHU
not_prone,Supined for line placement,1,JHU
not_prone,Supined the Pt.,1,JHU
not_prone,Supined the patient,1,JHU
not_prone,Supined the pt.,1,JHU
not_prone,"Talked with M. Shelley, CRNP about advancment of ETT. Plan is to supine pt today and then advance ETT. ",1,JHU
not_prone,Trendelenburg;Supine;Pillow support,1,JHU
not_prone,"Turned; Upside: Right, lying left.",1,JHU
not_prone,Turns self;Head midline;Head left;Head right;Lying right side;Lying left side;Sitting;Standing;Up in chair,1,JHU
not_prone,Turns self;Head midline;Lying right side;Pillow support,1,JHU
not_prone,Turns self;Head midline;Lying right side;Semi fowlers;Pillow support,1,JHU
not_prone,Turns self;Head midline;Pillow support;Supine,1,JHU
not_prone,Turns self;Head midline;Semi fowlers;Pillow support;Lying left side,1,JHU
not_prone,Turns self;Head midline;Semi fowlers;Pillow support;Supine,1,JHU
not_prone,Turns self;Head midline;Sitting,1,JHU
not_prone,Turns self;Head midline;Supine;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Turns self;Head right;Lying right side,1,JHU
not_prone,Turns self;Lying left side;Head left,1,JHU
not_prone,Turns self;Lying left side;Semi fowlers;Pillow support;Head left,1,JHU
not_prone,Turns self;Lying left side;Supine,1,JHU
not_prone,Turns self;Lying left side;Supine;Pillow support,1,JHU
not_prone,Turns self;Lying right side;Lying left side;Head left;Head right;Up in chair,1,JHU
not_prone,Turns self;Lying right side;Sitting,1,JHU
not_prone,Turns self;Lying right side;Supine,1,JHU
not_prone,Turns self;Other (Comment);Lying right side,1,JHU
not_prone,Turns self;Other (Comment);Sitting;Semi fowlers,1,JHU
not_prone,Turns self;Other (Comment);Supine,1,JHU
not_prone,Turns self;Pillow support;Lying left side;Supine,1,JHU
not_prone,Turns self;Pillow support;Lying right side;Semi fowlers,1,JHU
not_prone,Turns self;Pillow support;Semi fowlers;Head midline,1,JHU
not_prone,Turns self;Pillow support;Semi fowlers;Head right,1,JHU
not_prone,Turns self;Pillow support;Semi fowlers;Lying left side,1,JHU
not_prone,Turns self;Pillow support;Semi fowlers;Sitting,1,JHU
not_prone,Turns self;Pillow support;Sitting;Standing,1,JHU
not_prone,Turns self;Pillow support;Supine;Lying left side,1,JHU
not_prone,Turns self;Pillow support;Trendelenburg;Lying right side;Lying left side,1,JHU
not_prone,Turns self;Semi fowlers;Lying right side;Pillow support,1,JHU
not_prone,Turns self;Semi fowlers;Pillow support;Lying right side;Sitting;Up in chair,1,JHU
not_prone,Turns self;Semi fowlers;Pillow support;Up in chair,1,JHU
not_prone,Turns self;Semi fowlers;Sitting;Up in chair,1,JHU
not_prone,Turns self;Semi fowlers;Supine;Pillow support;Head midline,1,JHU
not_prone,Turns self;Sitting;Lying left side,1,JHU
not_prone,Turns self;Sitting;Semi fowlers,1,JHU
not_prone,Turns self;Sitting;Supine,1,JHU
not_prone,Turns self;Standing;Sitting;Up in chair,1,JHU
not_prone,Turns self;Supine;Head midline,1,JHU
not_prone,Turns self;Supine;Lying right side;Pillow support,1,JHU
not_prone,Turns self;Supine;Pillow support;Sitting,1,JHU
not_prone,Turns self;Supine;Reverse Trendelenburg,1,JHU
not_prone,Turns self;Supine;Semi fowlers;Head midline,1,JHU
not_prone,Turns self;Supine;Semi fowlers;Pillow support;Head midline,1,JHU
not_prone,Turns self;Supine;Unable to reposition,1,JHU
not_prone,Unable to reposition;Head left;Lying left side;Pillow support,1,JHU
not_prone,Unable to reposition;Head left;Lying left side;Semi fowlers;Pillow support,1,JHU
not_prone,Unable to reposition;Head midline;Supine;Pillow support,1,JHU
not_prone,Unable to reposition;Lying left side;Pillow support;Other (Comment),1,JHU
not_prone,Unable to reposition;Lying left side;Semi fowlers,1,JHU
not_prone,Unable to reposition;Lying right side;Reverse Trendelenburg,1,JHU
not_prone,Unable to reposition;Other (Comment);Lying right side;Pillow support,1,JHU
not_prone,Unable to reposition;Pillow support;Lying right side,1,JHU
not_prone,Unable to reposition;Pillow support;Lying right side;Semi fowlers,1,JHU
not_prone,Unable to reposition;Pillow support;Semi fowlers,1,JHU
not_prone,Unable to reposition;Pillow support;Supine;Semi fowlers,1,JHU
not_prone,Unable to reposition;Semi fowlers;Pillow support;Head midline,1,JHU
not_prone,Unable to reposition;Semi fowlers;Pillow support;Lying right side,1,JHU
not_prone,Unable to reposition;Semi fowlers;Pillow support;Supine,1,JHU
not_prone,Unable to reposition;Semi fowlers;Supine;Lying left side,1,JHU
not_prone,Unable to reposition;Semi fowlers;Supine;Pillow support,1,JHU
not_prone,Unable to reposition;Supine;Semi fowlers;Lying left side,1,JHU
not_prone,Up in chair;Lying left side;Semi fowlers;Pillow support,1,JHU
not_prone,Up in chair;Pillow support;Lying left side,1,JHU
not_prone,Up in chair;Sitting;Pillow support;Other (Comment),1,JHU
not_prone,Up in chair;Sitting;Semi fowlers,1,JHU
not_prone,Up in chair;Standing;Semi fowlers;Pillow support,1,JHU
not_prone,"Working with OT, sitting up",1,JHU
not_prone,after sitting EOB,1,JHU
not_prone,applying TED stockings,1,JHU
not_prone,back to bed lying left side,1,JHU
not_prone,compliance improved while lying flat,1,JHU
not_prone,desat while asleep sitting upright,1,JHU
not_prone,"desat with final driving pressure, increased PEEP to 8, then 10 and finally to 12 with sats sitting in low 90,s. Team aware.",1,JHU
not_prone,lying in bed,1,JHU
not_prone,orthostats lying down,1,JHU
not_prone,orthostats sitting,1,JHU
not_prone,patient is now supine,1,JHU
not_prone,patient positioned to supine. Patient tolerated well. ,1,JHU
not_prone,patient repositioned to supine,1,JHU
not_prone,patient supine. ,1,JHU
not_prone,patient supined,1,JHU
not_prone,patient supined. ETT retaped,1,JHU
not_prone,"per MD Drumheller to hold off on retaping pt until pt is supine, ETT tape is due to be changed but he does not want to risk the pt stability before supining, ETT tape is intact",1,JHU
not_prone,per RN's report that pt tend to desat when she is in the sitting up position; trach checked and changed inner cannula; try her sitting more up in bed for a while; SpO2 94-96%,1,JHU
not_prone,"post ambulation, pt in semi-fowlers back in bed",1,JHU
not_prone,pt SUPINE,1,JHU
not_prone,pt flipped to supine position,1,JHU
not_prone,"pt is lying comfortably in bed , denies any pain or disomfort this time",1,JHU
not_prone,pt is now supine ,1,JHU
not_prone,pt is resting sitting in chair,1,JHU
not_prone,pt moved to supine position,1,JHU
not_prone,pt sitting,1,JHU
not_prone,pt sitting up eating breakfast,1,JHU
not_prone,pt sitting up in bed ,1,JHU
not_prone,"pt sitting up in bed, c/o dyspnia",1,JHU
not_prone,pt sitting up in chair,1,JHU
not_prone,"pt sitting up in chair with cough, morphine 2mg given",1,JHU
not_prone,pt supine /ETT retaped center,1,JHU
not_prone,"pt supine, taking a while to recover ",1,JHU
not_prone,pt supined,1,JHU
not_prone,pt turned from lying R side to lying L side ,1,JHU
not_prone,pt. decompensating supine,1,JHU
not_prone,right side lying ,1,JHU
not_prone,sats improved when lying right side,1,JHU
not_prone,sitting,1,JHU
not_prone,sitting OOB,1,JHU
not_prone,"sitting in bed, coughing",1,JHU
not_prone,sitting on edge of bed and standing with PT,1,JHU
not_prone,sitting on side of bed,1,JHU
not_prone,sitting up,1,JHU
not_prone,"sitting up in chair position, at edge of bed to stand- unable d/t BP, pt reported dizziness as well. ",1,JHU
not_prone,"supined pt, bedside bronch, retaped ett",1,JHU
not_prone,supined pt.,1,JHU
not_prone,supined the pt.,1,JHU
not_prone,turned supine,1,JHU
prone,Prone,22599,JHU
prone,Prone;Reverse Trendelenburg,7343,JHU
prone,Prone;Lying left side,1940,JHU
prone,Prone;Lying right side,1901,JHU
prone,Prone;Pillow support,1491,JHU
prone,Turns self;Prone,715,JHU
prone,Pillow support;Prone,630,JHU
prone,Lying right side;Prone,626,JHU
prone,Lying left side;Prone,596,JHU
prone,Reverse Trendelenburg;Prone,585,JHU
prone,Prone;Head right,535,JHU
prone,Prone;Head left,523,JHU
prone,Prone;Turns self,410,JHU
prone,Prone;Left lateral,363,JHU
prone,Head right;Prone;Reverse Trendelenburg,334,JHU
prone,Head left;Prone;Reverse Trendelenburg,331,JHU
prone,Prone;Right lateral,325,JHU
prone,Lying down;Prone,317,JHU
prone,Prone;Reverse Trendelenburg;Pillow support,262,JHU
prone,Head right;Prone,239,JHU
prone,Head left;Prone,223,JHU
prone,Lying down;Prone;HOB equal/greater than 30 degrees,182,JHU
prone,Prone;Reverse Trendelenburg;Head left,181,JHU
prone,Prone;Reverse Trendelenburg;Head right,180,JHU
prone,Prone;Lying right side;Pillow support,164,JHU
prone,Pillow support;Prone;Reverse Trendelenburg,161,JHU
prone,Prone;Other (Comment),156,JHU
prone,Prone;Pillow support;Reverse Trendelenburg,151,JHU
prone,Prone;Reverse Trendelenburg;Left lateral,141,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg,138,JHU
prone,Prone;Lying left side;Pillow support,138,JHU
prone,Head right;Lying left side;Prone;Reverse Trendelenburg,136,JHU
prone,Prone;HOB flat,136,JHU
prone,Prone;Reverse Trendelenburg;Right lateral,135,JHU
prone,Prone;HOB equal/greater than 30 degrees,130,JHU
prone,HOB flat;Prone,129,JHU
